experiment_id,run_status,seed,method_family,method_variant,selector_solver,selector_feature_method,selector_preconditioner,adam_selection_mode,training_optimizer,reference_composition,included_references,safe_geometry,safe_training_constraint_mode,safe_epsilon_multiplier,safe_cost_gamma,kl_regularization_lambda,learning_rate,weight_decay,sgd_momentum,selection_method_raw,summary_path,target_medqa_accuracy,base_target_medqa_accuracy,medqa_gain,ood_mcq_ood_accuracy,base_ood_mcq_ood_accuracy,ood_mcq_ood_accuracy_delta,bbq_score,bbq_base_score,bbq_score_delta,bbq_heldout_kl,truthfulqa_score,truthfulqa_base_score,truthfulqa_score_delta,truthfulqa_heldout_kl,mmlu_non_medical_score,mmlu_non_medical_base_score,mmlu_non_medical_score_delta,mmlu_non_medical_heldout_kl,ifeval_score,ifeval_base_score,ifeval_score_delta,mean_reference_score_delta,included_reference_score_delta,mean_reference_kl,worst_reference_kl,realized_heldout_kl,reference_performance_degradation,instruction_performance_degradation,safe_epsilon,safe_rho,safe_reference_curvature_q0,safe_effective_cost_c,safe_approximation_error,safe_approximation_error_squared,safe_selected_reference_budget_gap,safe_selected_epsilon_budget_gap,safe_trace_max_reference_budget_ratio,safe_trace_max_norm_budget_ratio,safe_trace_final_approximation_error,selected_predicted_fisher_cost,selected_predicted_norm_cost,trained_lora_fisher_cost,max_incremental_reference_budget_ratio,max_cumulative_reference_budget_ratio,max_incremental_norm_budget_ratio,max_cumulative_norm_budget_ratio,trajectory_spearman_predicted_fisher_vs_realized_kl,trajectory_spearman_realized_kl_vs_medqa_accuracy,trajectory_spearman_realized_kl_vs_reference_degradation,estimated_selection_flops,estimated_sft_flops,estimated_kl_regularization_flops,estimated_trajectory_diagnostic_flops,estimated_trajectory_generation_flops,estimated_extra_eval_kl_flops,estimated_total_flops,estimated_total_flops_including_selection,train_wallclock_seconds,completed_steps,safe_selected_reference_budget_satisfied,safe_selected_epsilon_budget_satisfied,safe_trace_all_reference_budget_satisfied,safe_trace_all_norm_budget_satisfied,all_incremental_reference_constraints_satisfied,all_incremental_norm_constraints_satisfied,all_cumulative_reference_constraints_satisfied,all_cumulative_norm_constraints_satisfied,flops_accounting_complete
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,complete,43,SAFE,SAFE-(B_K),greedy_marginal,low_rank,sgd,none,adamw,B_K,"bbq,mmlu_non_medical",reference,none,1.0,1.0,0.0,0.0002,0.0,,safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma1_epsm1_caln64_calseed43,/workspace/safe-drift/outputs/setting_2_medqa_medmcqa_reference_coverage_gamma_v1/repeat_01/olmo7b_instruct/KR64_KT16/pct25.6/safe_reference_precondsgd_refB_K_gamma1_epsm1/training_runs/safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma1_epsm1_caln64_calseed43_pct25.6_seed43/summary.json,0.44921875,0.37109375,0.078125,0.56640625,0.55078125,0.015625,0.5551181102362205,0.5590551181102362,-0.003937007874015741,12.009259426687645,0.16422279848919463,0.2548059308998715,-0.09058313241067689,2.1787676028739815,0.578125,0.52734375,0.05078125,14.260727296272913,0.5376884422110553,0.5125628140703518,0.025125628140703515,-0.014579630094897544,0.02342212106299213,9.482918108611512,14.260727296272913,5.924485504627228,-0.003238318887637759,0.08333333333333337,0.0043166717529296884,0.0025872930650560327,277.7010803222656,0.0025872930650560327,1700.4421483837666,2891503.5,0.0005310792707799144,1.4332283013802993e-06,0.7947351067005504,0.8461677754958404,1700.4421483837666,0.0020562137942761183,7.883599209890235e-06,0.001159951207228005,0.008042754248144905,0.4483261764561194,46024.55582047884,2619091.39593904,0.8700980392156864,0.7071067811865475,0.11180339887498948,1.1295337162683187e+17,3672129325350912.0,0.0,4793409119838208.0,3832507489320960.0,1888146002460672.0,1.4186191936970752e+16,1.2713956356380262e+17,682.4264708738774,64.0,True,True,True,True,True,False,True,False,True
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,complete,44,SAFE,SAFE-(B_K),greedy_marginal,low_rank,sgd,none,adamw,B_K,"bbq,mmlu_non_medical",reference,none,1.0,1.0,0.0,0.0002,0.0,,safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma1_epsm1_caln64_calseed44,/workspace/safe-drift/outputs/setting_2_medqa_medmcqa_reference_coverage_gamma_v1/repeat_02/olmo7b_instruct/KR64_KT16/pct25.6/safe_reference_precondsgd_refB_K_gamma1_epsm1/training_runs/safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma1_epsm1_caln64_calseed44_pct25.6_seed44/summary.json,0.4453125,0.43359375,0.01171875,0.515625,0.55078125,-0.03515625,0.468503937007874,0.5787401574803149,-0.11023622047244092,12.271051119005898,0.13528288498117405,0.2539129749412385,-0.11863008996006444,2.3823332072875325,0.59375,0.546875,0.046875,14.059114476044973,0.5049751243781094,0.4975124378109453,0.007462686567164145,-0.060663770144168454,-0.03168061023622046,9.570832934112802,14.059114476044973,5.5354012342599725,0.12627870903606195,-0.04761904761904756,0.004383814239501953,0.002286406662912093,237.94642639160156,0.002286406662912093,1819.794287824863,3311651.25,0.000517610191033207,2.189492789536305e-06,0.7736145753546506,0.7721394040127615,1819.794287824863,0.0017687964718788862,7.419420853693737e-06,0.0011837545316666365,0.009070954061662395,0.5177357776586172,44632.15318050252,2659614.6384622143,0.8700980392156864,0.35909242322980395,0.6668859288553503,1.1295337177070501e+17,3729323198889984.0,0.0,4549157473370112.0,3832507489320960.0,1872988517564416.0,4.644569084972237e+16,1.593990626204274e+17,658.1920362487435,64.0,True,True,True,True,True,False,True,False,True
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,complete,42,SAFE,SAFE-(B_K),greedy_marginal,low_rank,sgd,none,adamw,B_K,"bbq,mmlu_non_medical",reference,none,2.0,0.01,0.0,0.0002,0.0,,safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma0.01_epsm2_caln64_calseed42,/workspace/safe-drift/outputs/setting_2_medqa_medmcqa_reference_coverage_gamma_v1/repeat_00/olmo7b_instruct/KR64_KT16/pct25.6/safe_reference_precondsgd_refB_K_gamma0.01_epsm2/training_runs/safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma0.01_epsm2_caln64_calseed42_pct25.6_seed42/summary.json,0.43359375,0.4140625,0.01953125,0.484375,0.5,-0.015625,0.46062992125984253,0.5826771653543307,-0.12204724409448814,11.353537662135647,0.145027835826,0.24156189185351593,-0.09653405602751591,2.1534471013766763,0.57421875,0.53515625,0.0390625,13.413802745441595,0.5494791666666666,0.5234375,0.02604166666666663,-0.05983960004066802,-0.04149237204724407,8.973595836317973,13.413802745441595,5.25179947123808,0.20022111309001,-0.09999999999999998,0.008567579269409181,0.00010498372829895445,286.0458984375,0.00010498372829895445,0.03962184414655539,0.0015698905335739255,-0.000458873417308517,3.264958777552421e-05,5.370905364217621,0.11040683921330587,0.03962184414655539,0.0005638571456074715,4.05211949328077e-06,0.0012116892030462623,0.20839799905858802,11.54168577053983,11933.123053518222,669138.8046248959,0.8700980392156864,-0.15389675281277312,0.22360679774997896,1.1295337162683187e+17,3163452999499776.0,0.0,4994557534576640.0,3832507489320960.0,1874263187226624.0,1.3864781210624e+16,1.2681815283745587e+17,690.8459031656384,64.0,False,True,False,True,True,False,False,False,True
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,complete,43,SAFE,SAFE-(B_K),greedy_marginal,low_rank,sgd,none,adamw,B_K,"bbq,mmlu_non_medical",reference,none,2.0,0.01,0.0,0.0002,0.0,,safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma0.01_epsm2_caln64_calseed43,/workspace/safe-drift/outputs/setting_2_medqa_medmcqa_reference_coverage_gamma_v1/repeat_01/olmo7b_instruct/KR64_KT16/pct25.6/safe_reference_precondsgd_refB_K_gamma0.01_epsm2/training_runs/safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma0.01_epsm2_caln64_calseed43_pct25.6_seed43/summary.json,0.39453125,0.37109375,0.0234375,0.4921875,0.55078125,-0.05859375,0.4566929133858268,0.5590551181102362,-0.10236220472440943,12.164963126495442,0.1615799710317256,0.2548059308998715,-0.09322595986814591,2.203088558401599,0.52734375,0.52734375,0.0,14.560541634758314,0.5301507537688442,0.5125628140703518,0.017587939698492483,-0.06519605486418512,-0.05118110236220472,9.642864439885118,14.560541634758314,6.027446006735166,0.02057120492188602,0.04166666666666674,0.008633343505859377,0.00010349172260224131,277.7010803222656,0.00010349172260224131,0.04268667444307709,0.0018221521750092506,-0.000504133975137181,3.326985982357759e-05,5.871251490376745,0.1072642542933431,0.04268667444307709,0.0006076256977394223,3.9974502215045504e-06,0.0011719902977347374,0.2002763988633107,11.324483429840559,11561.815822838053,676298.8856788512,0.9754901960784315,-0.15389675281277312,0.7071067811865475,1.1295337162683187e+17,3311508651786240.0,0.0,4793409119838208.0,3832507489320960.0,1888146002460672.0,1.382557126340608e+16,1.2677894289023795e+17,644.6507496479899,64.0,False,True,False,True,True,False,False,False,True
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,complete,44,SAFE,SAFE-(B_K),greedy_marginal,low_rank,sgd,none,adamw,B_K,"bbq,mmlu_non_medical",reference,none,2.0,0.01,0.0,0.0002,0.0,,safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma0.01_epsm2_caln64_calseed44,/workspace/safe-drift/outputs/setting_2_medqa_medmcqa_reference_coverage_gamma_v1/repeat_02/olmo7b_instruct/KR64_KT16/pct25.6/safe_reference_precondsgd_refB_K_gamma0.01_epsm2/training_runs/safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma0.01_epsm2_caln64_calseed44_pct25.6_seed44/summary.json,0.4375,0.43359375,0.00390625,0.50390625,0.55078125,-0.046875,0.4645669291338583,0.5787401574803149,-0.11417322834645666,11.760256647125004,0.14982993799893768,0.2539129749412385,-0.10408303694230081,2.0460938165507274,0.58203125,0.546875,0.03515625,13.298045719663302,0.5149253731343284,0.4975124378109453,0.017412935323383116,-0.061033338429585825,-0.03950848917322833,9.034798727779679,13.298045719663302,5.175192704567542,0.008096890854243755,-0.09523809523809523,0.008767628479003906,9.145626651648373e-05,237.94642639160156,9.145626651648373e-05,0.04295857943113977,0.0018454395467415452,-0.00047021442472409514,3.4471830189529564e-05,6.141423042475935,0.10312883772723136,0.04295857943113977,0.0005616706912405789,3.963824383390602e-06,0.001156039535999298,0.22879833056809823,12.640353472016463,11330.282472337833,643152.5140898513,0.9828431372549021,0.8207826816681233,0.4999999999999999,1.1295337177070501e+17,3396468155793408.0,0.0,4549157473370112.0,3832507489320960.0,1872988517564416.0,4.611283580662579e+16,1.590662075773308e+17,679.8074348270893,64.0,False,True,False,True,True,False,False,False,True
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,complete,42,SAFE,SAFE-(B_K),greedy_marginal,low_rank,sgd,none,adamw,B_K,"bbq,mmlu_non_medical",reference,none,2.0,0.1,0.0,0.0002,0.0,,safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma0.1_epsm2_caln64_calseed42,/workspace/safe-drift/outputs/setting_2_medqa_medmcqa_reference_coverage_gamma_v1/repeat_00/olmo7b_instruct/KR64_KT16/pct25.6/safe_reference_precondsgd_refB_K_gamma0.1_epsm2/training_runs/safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma0.1_epsm2_caln64_calseed42_pct25.6_seed42/summary.json,0.46484375,0.4140625,0.05078125,0.5546875,0.5,0.0546875,0.5196850393700787,0.5826771653543307,-0.06299212598425197,11.420466931160353,0.15745320202115126,0.24156189185351593,-0.08410868983236466,2.1658540966800297,0.6015625,0.53515625,0.06640625,13.473208534220854,0.5442708333333334,0.5234375,0.02083333333333337,-0.026898188605538876,0.0017070620078740162,9.019843187353745,13.473208534220854,5.27470454047708,0.12519109420790397,-0.0,0.008567579269409181,0.0010498372829895444,286.0458984375,0.0010498372829895444,0.06791980971019267,0.004613100551068783,-0.0006973419113639764,2.8871628184135272e-05,1.664237091714169,0.2133437288712988,0.06791980971019267,0.0017471791943535209,7.830079084669705e-06,0.00120284513104707,0.020932154781941225,1.1457443458493077,11854.298359616321,656887.0243033573,0.9485294117647061,0.0,0.19999999999999996,1.1295337162683187e+17,3449339236564992.0,0.0,4994557534576640.0,3832507489320960.0,1874263187226624.0,1.4150667447689216e+16,1.2710403907452109e+17,674.9401755984873,64.0,False,True,False,True,True,False,False,False,True
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,complete,43,SAFE,SAFE-(B_K),greedy_marginal,low_rank,sgd,none,adamw,B_K,"bbq,mmlu_non_medical",reference,none,2.0,0.1,0.0,0.0002,0.0,,safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma0.1_epsm2_caln64_calseed43,/workspace/safe-drift/outputs/setting_2_medqa_medmcqa_reference_coverage_gamma_v1/repeat_01/olmo7b_instruct/KR64_KT16/pct25.6/safe_reference_precondsgd_refB_K_gamma0.1_epsm2/training_runs/safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma0.1_epsm2_caln64_calseed43_pct25.6_seed43/summary.json,0.4375,0.37109375,0.06640625,0.52734375,0.55078125,-0.0234375,0.4763779527559055,0.5590551181102362,-0.08267716535433073,12.296718925315878,0.16257092671811263,0.2548059308998715,-0.0922350041817589,2.4426945433374696,0.6015625,0.52734375,0.07421875,14.477125545342764,0.535175879396985,0.5125628140703518,0.022613065326633208,-0.03356447317869654,-0.004229207677165364,9.738846337998703,14.477125545342764,6.146946335832278,0.018029447478167815,0.08333333333333337,0.008534867477416993,0.001549733857628361,425.4941101074219,0.001549733857628361,0.08111945402749682,0.00658036582171917,-0.0005837268577847325,3.0886538377049805e-05,1.376662497293178,0.15198083229894102,0.08111945402749682,0.0021334607154130936,5.535443051485345e-06,0.0011584180174395442,0.013218269761440403,0.7474948112783262,11608.597174856217,678345.6246174093,0.9779411764705884,0.7181848464596079,0.051298917604257706,1.1295337177070501e+17,3548264686436352.0,0.0,4793409119838208.0,3832507489320960.0,1888146002460672.0,4.652404146863309e+16,1.594774132393381e+17,667.6346479766071,64.0,False,True,False,True,True,False,True,False,True
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,complete,44,SAFE,SAFE-(B_K),greedy_marginal,low_rank,sgd,none,adamw,B_K,"bbq,mmlu_non_medical",reference,none,2.0,0.1,0.0,0.0002,0.0,,safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma0.1_epsm2_caln64_calseed44,/workspace/safe-drift/outputs/setting_2_medqa_medmcqa_reference_coverage_gamma_v1/repeat_02/olmo7b_instruct/KR64_KT16/pct25.6/safe_reference_precondsgd_refB_K_gamma0.1_epsm2/training_runs/safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma0.1_epsm2_caln64_calseed44_pct25.6_seed44/summary.json,0.44921875,0.43359375,0.015625,0.5625,0.55078125,0.01171875,0.5275590551181102,0.5787401574803149,-0.051181102362204745,12.088497850212837,0.13848758397647032,0.2539129749412385,-0.11542539096476817,2.293819812909914,0.59765625,0.546875,0.05078125,13.872556331257025,0.5,0.4975124378109453,0.002487562189054715,-0.0386084144423243,-0.00019992618110237226,9.418291331459924,13.872556331257025,5.433880989368145,-0.08281220005484713,-0.04761904761904756,0.008767628479003906,0.0009145626651648373,237.94642639160156,0.0009145626651648373,0.07443808470735788,0.005541028454899788,-0.0006463521306809097,3.1083617726933435e-05,1.7067334354274037,0.19128168695653247,0.07443808470735788,0.001560914795845747,7.352036845986731e-06,0.0011648263316601515,0.022468351946695227,1.2736429946549452,11235.401278713398,644808.4823459975,0.9681372549019609,0.7999999999999998,-0.4472135954999579,1.1295337177070501e+17,3630979663429632.0,0.0,4549157473370112.0,3832507489320960.0,1872988517564416.0,4.634734731426202e+16,1.5930071908496704e+17,674.4412972033024,64.0,False,True,False,True,True,False,False,False,True
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,complete,42,SAFE,SAFE-(B_K),greedy_marginal,low_rank,sgd,none,adamw,B_K,"bbq,mmlu_non_medical",reference,none,2.0,1.0,0.0,0.0002,0.0,,safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma1_epsm2_caln64_calseed42,/workspace/safe-drift/outputs/setting_2_medqa_medmcqa_reference_coverage_gamma_v1/repeat_00/olmo7b_instruct/KR64_KT16/pct25.6/safe_reference_precondsgd_refB_K_gamma1_epsm2/training_runs/safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma1_epsm2_caln64_calseed42_pct25.6_seed42/summary.json,0.4609375,0.4140625,0.046875,0.59765625,0.5,0.09765625,0.6456692913385826,0.5826771653543307,0.06299212598425197,11.843990621291434,0.16607826226981207,0.24156189185351593,-0.07548362958370386,2.1320778456531784,0.578125,0.53515625,0.04296875,13.870564542710781,0.5416666666666666,0.5234375,0.01822916666666663,0.010159082133516037,0.052980437992125984,9.282211003218464,13.870564542710781,5.4061148587395165,0.07522111309001,-0.0,0.008567579269409181,0.010498372829895445,286.0458984375,0.010498372829895445,4687.44706636779,21972160.0,0.007007536470334955,2.332560861876301e-05,0.33251164669497596,0.3644543985944526,4687.44706636779,0.0034908363595604897,1.3376098650041968e-05,0.0011748997494578362,0.00209084921261309,0.11191255716430269,11844.36254889054,634524.4278680343,0.9534313725490198,-0.7071067811865475,0.9746794344808964,1.1295337162683187e+17,3422571173658624.0,0.0,4994557534576640.0,3832507489320960.0,1874263187226624.0,1.4123899384782848e+16,1.2707727101161472e+17,725.2106405999511,64.0,True,True,True,True,True,False,True,False,True
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,complete,43,SAFE,SAFE-(B_K),greedy_marginal,low_rank,sgd,none,adamw,B_K,"bbq,mmlu_non_medical",reference,none,2.0,1.0,0.0,0.0002,0.0,,safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma1_epsm2_caln64_calseed43,/workspace/safe-drift/outputs/setting_2_medqa_medmcqa_reference_coverage_gamma_v1/repeat_01/olmo7b_instruct/KR64_KT16/pct25.6/safe_reference_precondsgd_refB_K_gamma1_epsm2/training_runs/safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma1_epsm2_caln64_calseed43_pct25.6_seed43/summary.json,0.40234375,0.37109375,0.03125,0.55078125,0.55078125,0.0,0.5118110236220472,0.5590551181102362,-0.047244094488189003,11.571186253404992,0.22505520299175363,0.2548059308998715,-0.02975072790811789,1.911389363983463,0.57421875,0.52734375,0.046875,13.566440910100937,0.5251256281407035,0.5125628140703518,0.012562814070351758,-0.010039940798768965,-0.00018454724409450174,9.016338842496465,13.566440910100937,5.491538435220718,-0.035533964418577424,0.04166666666666674,0.008534867477416993,0.01549733857628361,425.4941101074219,0.01549733857628361,4969.734801777656,24698264.0,0.00933247487064854,2.405367112016022e-05,0.3978015969384527,0.3395836751123282,4969.734801777656,0.006164863705635071,1.236831030837493e-05,0.0011156720574945211,0.001358994372643985,0.07199120365105094,11860.697850342478,619025.4389542314,0.7377450980392158,0.6324555320336759,-0.9746794344808964,1.1295337177070501e+17,3438532254646272.0,0.0,4793409119838208.0,3832507489320960.0,1888146002460672.0,4.641430903684301e+16,1.5936768080754803e+17,686.6466090753675,64.0,True,True,True,True,True,False,True,False,True
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,complete,44,SAFE,SAFE-(B_K),greedy_marginal,low_rank,sgd,none,adamw,B_K,"bbq,mmlu_non_medical",reference,none,2.0,1.0,0.0,0.0002,0.0,,safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma1_epsm2_caln64_calseed44,/workspace/safe-drift/outputs/setting_2_medqa_medmcqa_reference_coverage_gamma_v1/repeat_02/olmo7b_instruct/KR64_KT16/pct25.6/safe_reference_precondsgd_refB_K_gamma1_epsm2/training_runs/safe_low_rank_sgd_reference_greedy_marginal_eta0.0002_metricFplusAlpha_gamma1_epsm2_caln64_calseed44_pct25.6_seed44/summary.json,0.41796875,0.43359375,-0.015625,0.6328125,0.55078125,0.08203125,0.610236220472441,0.5787401574803149,0.03149606299212604,12.43918965807737,0.14976058101163695,0.2539129749412385,-0.10415239392960154,2.284226468112875,0.6171875,0.546875,0.0703125,14.325882678230604,0.5074626865671642,0.4975124378109453,0.009950248756218916,-0.0007812769791585017,0.05090428149606302,9.683099601473616,14.325882678230604,5.57791020320012,-0.09190310914575622,-0.09523809523809523,0.008767628479003906,0.009145626651648373,237.94642639160156,0.009145626651648373,5137.4295128984495,26393182.0,0.006009335250187606,2.556940228178747e-05,0.3429276121211267,0.3347478385394173,5137.4295128984495,0.003136291401460767,1.2866252291132696e-05,0.0011327710235491395,0.0022579866555548877,0.12385931185425912,11268.559723099183,630490.9817958473,0.8676470588235295,0.4472135954999579,-0.6668859288553503,1.1295337177070501e+17,3465632840073216.0,0.0,4549157473370112.0,3832507489320960.0,1872988517564416.0,4.61820004909056e+16,1.5913537226161062e+17,672.0128357801586,64.0,True,True,True,True,True,False,True,False,True
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,complete,42,SAFE,SAFE-(B_T),constrained_greedy,low_rank,adam,post_projection,adamw,B_T,"bbq,truthfulqa",reference,none,0.5,0.01,0.0,0.0002,0.0,,safe_low_rank_adam_reference_constrained_greedy_eta0.0002_metricFplusAlpha_swaps1_feastol1e-06_gamma0.01_epsm0.5_caln64_calseed42,/workspace/safe-drift/outputs/setting_2_medqa_medmcqa_reference_coverage_gamma_v1/repeat_00/olmo7b_instruct/KR64_KT16/pct25.6/safe_reference_hard_constrained_precondadam_refB_T_gamma0.01_epsm0.5/training_runs/safe_low_rank_adam_reference_constrained_greedy_eta0.0002_metricFplusAlpha_swaps1_feastol1e-06_gamma0.01_epsm0.5_caln64_calseed42_pct25.6_seed42/summary.json,0.46875,0.4140625,0.0546875,0.53515625,0.5,0.03515625,0.5433070866141733,0.5826771653543307,-0.03937007874015741,9.077723495603546,0.22978339100520084,0.24156189185351593,-0.011778500848315082,1.216956816988471,0.58203125,0.53515625,0.046875,11.35338701059421,0.5390625,0.5234375,0.015625,-0.001424526529490831,-0.025574289794236246,7.2160224410620755,11.35338701059421,3.959610999799242,0.11944285541937605,0.04999999999999999,0.10454075317382813,0.014282104843543824,261.36712646484375,0.014282104843543824,0.39910137742908103,0.1592819094657898,0.00194767145930415,0.00531089765823165,0.9998699532362192,0.02868666387848509,0.39910137742908103,0.012334433384239674,0.00015348687884397805,7.716174877714366e-05,0.0009694301763791502,0.0054026874625573386,65.21574752648618,430.01537280612064,0.9999999999999998,,,1.2194647633115659e+17,266932453392384.0,0.0,881392506101760.0,1533002995728384.0,1874263187226624.0,3.701730531302605e+16,1.5896378164418266e+17,109.70101583003998,6.0,True,True,True,True,True,False,True,False,True
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,complete,42,SAFE,SAFE-(B_T),constrained_greedy,low_rank,adam,post_projection,adamw,B_T,"bbq,truthfulqa",reference,none,0.5,0.1,0.0,0.0002,0.0,,safe_low_rank_adam_reference_constrained_greedy_eta0.0002_metricFplusAlpha_swaps1_feastol1e-06_gamma0.1_epsm0.5_caln64_calseed42,/workspace/safe-drift/outputs/setting_2_medqa_medmcqa_reference_coverage_gamma_v1/repeat_00/olmo7b_instruct/KR64_KT16/pct25.6/safe_reference_hard_constrained_precondadam_refB_T_gamma0.1_epsm0.5/training_runs/safe_low_rank_adam_reference_constrained_greedy_eta0.0002_metricFplusAlpha_swaps1_feastol1e-06_gamma0.1_epsm0.5_caln64_calseed42_pct25.6_seed42/summary.json,0.4296875,0.4140625,0.015625,0.5,0.5,0.0,0.5118110236220472,0.5826771653543307,-0.07086614173228345,9.702676845660672,0.18863146604222883,0.24156189185351593,-0.052930425811287096,1.5153157154515324,0.54296875,0.53515625,0.0078125,11.94929285099109,0.5338541666666666,0.5234375,0.01041666666666663,-0.03866135584785685,-0.06189828377178527,7.722428470701099,11.94929285099109,4.297385122261796,0.17617604051552566,0.04999999999999999,0.10454075317382813,0.14282104843543825,261.36712646484375,0.14282104843543825,0.8101462235745363,0.6563369035720825,0.0065094428627377465,0.0048209313255520355,0.9999759701194724,0.12052160170422671,0.8101462603608852,0.1363116055727005,0.0006434532115235925,0.00015887338668107986,9.784857019475665e-05,0.0011123947654879318,65.81961112991661,951.8568888836098,0.9999999999999998,,,1.2194647633115659e+17,505434231275520.0,0.0,1175190008135680.0,1533002995728384.0,1874263187226624.0,3.75496045929431e+16,1.594960809240997e+17,134.44057244248688,10.0,True,True,True,True,True,False,True,False,True
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,complete,42,SAFE,SAFE-(B_T),constrained_greedy,low_rank,adam,post_projection,adamw,B_T,"bbq,truthfulqa",reference,none,0.5,1.0,0.0,0.0002,0.0,,safe_low_rank_adam_reference_constrained_greedy_eta0.0002_metricFplusAlpha_swaps1_feastol1e-06_gamma1_epsm0.5_caln64_calseed42,/workspace/safe-drift/outputs/setting_2_medqa_medmcqa_reference_coverage_gamma_v1/repeat_00/olmo7b_instruct/KR64_KT16/pct25.6/safe_reference_hard_constrained_precondadam_refB_T_gamma1_epsm0.5/training_runs/safe_low_rank_adam_reference_constrained_greedy_eta0.0002_metricFplusAlpha_swaps1_feastol1e-06_gamma1_epsm0.5_caln64_calseed42_pct25.6_seed42/summary.json,0.484375,0.4140625,0.0703125,0.5625,0.5,0.0625,0.5551181102362205,0.5826771653543307,-0.027559055118110187,11.640869218220548,0.13731383033288697,0.24156189185351593,-0.10424806152062896,2.2303866330189264,0.61328125,0.53515625,0.078125,13.707321770489216,0.5390625,0.5234375,0.015625,-0.017894038879579716,-0.06590355831936957,9.192859207242897,13.707321770489216,5.378180354249244,0.18865551506396572,-0.09999999999999998,0.10454075317382813,1.4282104843543824,261.36712646484375,1.4282104843543824,1.5279577245606089,2.3346548080444336,0.03431235489118656,0.0001487021519588124,0.9936476242529689,0.9855880611091219,1.527957490504463,1.3938981294631958,0.005315682385116816,0.0004422110796440393,9.654973188695525e-06,0.00030962598614723045,69.44986103230703,2829.16408939317,0.9999999999999999,,0.9999999999999998,1.2194647633115659e+17,2049003771789312.0,0.0,2644177518305280.0,2299504493592576.0,1874263187226624.0,4.132866314149069e+16,1.632751394726473e+17,319.54170148447156,32.0,True,True,True,True,True,False,True,False,True
